task_id,task_name,video_id,split,official_subset,recipe_type,video_url,roi_start,roi_end,duration
0,UseAnalyticalBalance,kaNwPIzDlok,test,testing,0,https://www.youtube.com/embed/kaNwPIzDlok,29.238781217558362,80.45953994764072,97.570244
0,UseAnalyticalBalance,nS-1mdnl6-c,test,testing,0,https://www.youtube.com/embed/nS-1mdnl6-c,54.35309475643921,90.25250842059951,96.71
0,UseAnalyticalBalance,uh4OpT3GI7I,test,testing,0,https://www.youtube.com/embed/uh4OpT3GI7I,12.14641594240687,121.835,121.835
0,UseAnalyticalBalance,-Kw5jzhp_S0,train,training,0,https://www.youtube.com/embed/-Kw5jzhp_S0,36.639504277391794,127.2219162735977,213.7629
0,UseAnalyticalBalance,-Tiv4Ua1rFQ,train,training,0,https://www.youtube.com/embed/-Tiv4Ua1rFQ,0.0,163.096667,163.096667
0,UseAnalyticalBalance,-aOIRnd7Mvs,train,training,0,https://www.youtube.com/embed/-aOIRnd7Mvs,16.366676247927064,144.97604448217174,154.156667
0,UseAnalyticalBalance,054rupCcLvw,train,training,0,https://www.youtube.com/embed/054rupCcLvw,60.698625784618855,98.916667,98.916667
0,UseAnalyticalBalance,0jvjFxjy9t4,train,training,0,https://www.youtube.com/embed/0jvjFxjy9t4,33.18797743097057,129.637,129.637
0,UseAnalyticalBalance,12UiaKVkjEY,train,training,0,https://www.youtube.com/embed/12UiaKVkjEY,45.724930768118426,99.27571517243749,117.609067
0,UseAnalyticalBalance,5Vi99Z3F1F8,train,training,0,https://www.youtube.com/embed/5Vi99Z3F1F8,6.52058601179014,52.15774475860867,115.1
0,UseAnalyticalBalance,6s9MAFdSqlo,train,training,0,https://www.youtube.com/embed/6s9MAFdSqlo,29.39533313104163,88.61005749382929,98.498333
0,UseAnalyticalBalance,98nJgs8xuCg,train,training,0,https://www.youtube.com/embed/98nJgs8xuCg,32.036070277365866,73.71317705858249,83.568333
0,UseAnalyticalBalance,9PzLj0Vg0BE,train,training,0,https://www.youtube.com/embed/9PzLj0Vg0BE,60.932569952060604,92.1299313763434,103.211667
0,UseAnalyticalBalance,Bt1j4zeuZ9E,train,training,0,https://www.youtube.com/embed/Bt1j4zeuZ9E,3.99673212829386,19.585955499627204,23.545033
0,UseAnalyticalBalance,CbX4gcXN60A,train,training,0,https://www.youtube.com/embed/CbX4gcXN60A,35.60999353070207,159.3965726267708,169.783333
0,UseAnalyticalBalance,DGYvzn6-EAE,train,training,0,https://www.youtube.com/embed/DGYvzn6-EAE,29.864987325209285,98.12552628047402,105.952644
0,UseAnalyticalBalance,ERei-Qoc2nM,train,training,0,https://www.youtube.com/embed/ERei-Qoc2nM,127.96353239484608,210.651422,210.651422
0,UseAnalyticalBalance,Ew0saBVGDNg,train,training,0,https://www.youtube.com/embed/Ew0saBVGDNg,20.135283718714163,92.04972233889158,92.740489
0,UseAnalyticalBalance,GBN--4CCwAA,train,training,0,https://www.youtube.com/embed/GBN--4CCwAA,0.0,53.706667,53.706667
0,UseAnalyticalBalance,JJOXbrm07DU,train,training,0,https://www.youtube.com/embed/JJOXbrm07DU,0.0,70.588656,70.588656
0,UseAnalyticalBalance,KX-2N8s-jh8,train,training,0,https://www.youtube.com/embed/KX-2N8s-jh8,16.623641059399212,96.50091669568184,118.05
0,UseAnalyticalBalance,M3XH1mvTVDM,train,training,0,https://www.youtube.com/embed/M3XH1mvTVDM,9.780512535810967,191.69029182570225,196.533689
0,UseAnalyticalBalance,MuT5v6AdeyQ,train,training,0,https://www.youtube.com/embed/MuT5v6AdeyQ,0.019398913541701646,111.943333,111.943333
0,UseAnalyticalBalance,PKgiS-dnbfU,train,training,0,https://www.youtube.com/embed/PKgiS-dnbfU,1.9365462129122566,87.4406694143822,123.738333
0,UseAnalyticalBalance,R5wPcT1hVGw,train,training,0,https://www.youtube.com/embed/R5wPcT1hVGw,8.780395351886206,120.13170408647244,141.686667
0,UseAnalyticalBalance,SqoBwNrFzWc,train,training,0,https://www.youtube.com/embed/SqoBwNrFzWc,41.48645458752313,83.870467,83.870467
0,UseAnalyticalBalance,UWq-zQ8nZKQ,train,training,0,https://www.youtube.com/embed/UWq-zQ8nZKQ,14.091500689198446,163.282711,163.282711
0,UseAnalyticalBalance,UkE3T12Jf6I,train,training,0,https://www.youtube.com/embed/UkE3T12Jf6I,61.62317688184373,103.1691529572239,152.298333
0,UseAnalyticalBalance,VOjmfIk3OqQ,train,training,0,https://www.youtube.com/embed/VOjmfIk3OqQ,8.444446476880529,187.94066298405826,203.128156
0,UseAnalyticalBalance,Vad5fSN39nE,train,training,0,https://www.youtube.com/embed/Vad5fSN39nE,45.64204761763447,139.18,139.18
0,UseAnalyticalBalance,WmhOE0ROQng,train,training,0,https://www.youtube.com/embed/WmhOE0ROQng,13.742778778719599,136.045711,136.045711
0,UseAnalyticalBalance,X_VJcNrpvwU,train,training,0,https://www.youtube.com/embed/X_VJcNrpvwU,5.96662279801375,116.99144667222077,199.946667
0,UseAnalyticalBalance,Y6_jBmICA60,train,training,0,https://www.youtube.com/embed/Y6_jBmICA60,53.9455541245896,200.02300799605536,221.215
0,UseAnalyticalBalance,bcvj0pyV8Dw,train,training,0,https://www.youtube.com/embed/bcvj0pyV8Dw,47.06587303671011,161.888333,161.888333
0,UseAnalyticalBalance,cgwaRpNmLtk,train,training,0,https://www.youtube.com/embed/cgwaRpNmLtk,50.3812779223525,102.88175740994889,113.011511
0,UseAnalyticalBalance,d3Bp_6J6Q_w,train,training,0,https://www.youtube.com/embed/d3Bp_6J6Q_w,69.54681739301698,195.72,195.72
0,UseAnalyticalBalance,dK8hwAaMCB8,train,training,0,https://www.youtube.com/embed/dK8hwAaMCB8,0.0,177.145033,177.145033
0,UseAnalyticalBalance,dTEkRjB4qbg,train,training,0,https://www.youtube.com/embed/dTEkRjB4qbg,113.66626810297717,193.42097806552457,211.046167
0,UseAnalyticalBalance,e8efqO-H4O4,train,training,0,https://www.youtube.com/embed/e8efqO-H4O4,12.053717525047665,24.507256145897987,126.966667
0,UseAnalyticalBalance,e9ureCgZXiY,train,training,0,https://www.youtube.com/embed/e9ureCgZXiY,12.215534291228792,65.618333,65.618333
0,UseAnalyticalBalance,eqrBSeOqIHY,train,training,0,https://www.youtube.com/embed/eqrBSeOqIHY,5.464213205977556,56.3128638298985,58.676667
0,UseAnalyticalBalance,hgr5TJqUHd4,train,training,0,https://www.youtube.com/embed/hgr5TJqUHd4,2.50606599903968,93.96179385154967,102.816667
0,UseAnalyticalBalance,jZ_BTVBRgac,train,training,0,https://www.youtube.com/embed/jZ_BTVBRgac,75.41702105732311,177.0266396453027,195.743333
0,UseAnalyticalBalance,jqmAcodplgg,train,training,0,https://www.youtube.com/embed/jqmAcodplgg,0.0,155.96767497607675,164.583033
0,UseAnalyticalBalance,kKnNlUwGmeM,train,training,0,https://www.youtube.com/embed/kKnNlUwGmeM,54.487380496372694,91.77236808191618,94.271667
0,UseAnalyticalBalance,lFxfBHoXaXo,train,training,0,https://www.youtube.com/embed/lFxfBHoXaXo,87.02352615859331,152.346122,152.346122
0,UseAnalyticalBalance,mmgiehwrK54,train,training,0,https://www.youtube.com/embed/mmgiehwrK54,66.69409794659977,230.829567,230.829567
0,UseAnalyticalBalance,nDRG-Rxk8s8,train,training,0,https://www.youtube.com/embed/nDRG-Rxk8s8,0.0,56.61,56.61
0,UseAnalyticalBalance,osNYT9tAyJI,train,training,0,https://www.youtube.com/embed/osNYT9tAyJI,45.88689810587727,105.09185368960571,110.781667
0,UseAnalyticalBalance,pNg8gxZDlTI,train,training,0,https://www.youtube.com/embed/pNg8gxZDlTI,58.3475390601554,96.32278732103342,97.058333
0,UseAnalyticalBalance,q4CjMEqB9jY,train,training,0,https://www.youtube.com/embed/q4CjMEqB9jY,19.785772032119628,71.053056,71.053056
0,UseAnalyticalBalance,t4pKPLUbO_w,train,training,0,https://www.youtube.com/embed/t4pKPLUbO_w,27.467378808379557,145.1897311897335,152.996278
0,UseAnalyticalBalance,tnhxoo4P1NM,train,training,0,https://www.youtube.com/embed/tnhxoo4P1NM,40.1474236955523,98.88441769913713,100.216667
0,UseAnalyticalBalance,tuT6yyOXhAs,train,training,0,https://www.youtube.com/embed/tuT6yyOXhAs,0.0,169.736667,169.736667
0,UseAnalyticalBalance,u6T7meQ08T4,train,training,0,https://www.youtube.com/embed/u6T7meQ08T4,88.4080354066728,176.38921055055243,181.393333
0,UseAnalyticalBalance,uqnDGa1UN5o,train,training,0,https://www.youtube.com/embed/uqnDGa1UN5o,68.74075202506448,97.79175446365689,159.335
0,UseAnalyticalBalance,vMp_MuT3hXw,train,training,0,https://www.youtube.com/embed/vMp_MuT3hXw,111.91303598538809,172.5229855548208,192.7024
0,UseAnalyticalBalance,wEho0LmIv3k,train,training,0,https://www.youtube.com/embed/wEho0LmIv3k,6.095716754906198,128.2438,128.2438
0,UseAnalyticalBalance,wx_pyGbfTd8,train,training,0,https://www.youtube.com/embed/wx_pyGbfTd8,10.997885200304776,95.50902740628052,96.595
0,UseAnalyticalBalance,xLA_XpA6KPY,train,training,0,https://www.youtube.com/embed/xLA_XpA6KPY,91.26687045840173,233.685622,233.685622
0,UseAnalyticalBalance,xXCOCe4oOh4,train,training,0,https://www.youtube.com/embed/xXCOCe4oOh4,0.0,176.94319746559157,204.6839
0,UseAnalyticalBalance,xYQNA95DjW8,train,training,0,https://www.youtube.com/embed/xYQNA95DjW8,3.94350422411134,40.98072494309718,179.165
0,UseAnalyticalBalance,yEVLI6Be_qU,train,training,0,https://www.youtube.com/embed/yEVLI6Be_qU,19.058309286569884,193.25829687924823,219.44
0,UseAnalyticalBalance,CNahxRg9QEk,val,training,0,https://www.youtube.com/embed/CNahxRg9QEk,29.06831616718919,105.85846675919346,116.122989
0,UseAnalyticalBalance,fF8Bznm6ZHU,val,training,0,https://www.youtube.com/embed/fF8Bznm6ZHU,24.19812512197442,160.56147947717406,169.83
0,UseAnalyticalBalance,l-cYzKNiVU4,val,training,0,https://www.youtube.com/embed/l-cYzKNiVU4,13.119570974505363,77.54575425314621,114.961989
0,UseAnalyticalBalance,lH_f9vtLiJo,val,training,0,https://www.youtube.com/embed/lH_f9vtLiJo,6.920148142366514,111.60165120897108,116.517722
0,UseAnalyticalBalance,ou_HJB6H6P0,val,training,0,https://www.youtube.com/embed/ou_HJB6H6P0,27.540450132132694,105.64373030537028,111.013333
0,UseAnalyticalBalance,u2nj3HRygss,val,training,0,https://www.youtube.com/embed/u2nj3HRygss,0.0,88.03978804963961,107.878333
1,PasteCarSticker,12Y6ujgJ_2Q,test,testing,1,https://www.youtube.com/embed/12Y6ujgJ_2Q,0.0,160.5596105586746,173.313333
1,PasteCarSticker,3Asoof3fNsc,test,testing,1,https://www.youtube.com/embed/3Asoof3fNsc,0.0,28.98356652642721,30.1395
1,PasteCarSticker,BWo7w_TD-zE,test,testing,1,https://www.youtube.com/embed/BWo7w_TD-zE,13.574934230240293,63.26957102792495,81.988333
1,PasteCarSticker,DWMxP_OCa4g,test,testing,1,https://www.youtube.com/embed/DWMxP_OCa4g,15.474485989845869,98.36044312080537,118.027022
1,PasteCarSticker,Hc3fh6_ScFo,test,testing,1,https://www.youtube.com/embed/Hc3fh6_ScFo,23.96472273073244,127.55536491051784,190.008889
1,PasteCarSticker,IV1rtNn-6Ic,test,testing,1,https://www.youtube.com/embed/IV1rtNn-6Ic,0.18791068220167206,108.91128203860895,144.219133
1,PasteCarSticker,JMt3GnUaI0Y,test,testing,1,https://www.youtube.com/embed/JMt3GnUaI0Y,24.379718917803864,180.860222,180.860222
1,PasteCarSticker,KcU7YjoI6-k,test,testing,1,https://www.youtube.com/embed/KcU7YjoI6-k,11.012887757124888,99.10935144856154,126.2
1,PasteCarSticker,LUb585z0Src,test,testing,1,https://www.youtube.com/embed/LUb585z0Src,30.017335831760914,145.85398056270483,174.521178
1,PasteCarSticker,OKdQybsbpK0,test,testing,1,https://www.youtube.com/embed/OKdQybsbpK0,1.127696795720862,122.36064650302677,139.853778
1,PasteCarSticker,S9HA_wJzt2w,test,testing,1,https://www.youtube.com/embed/S9HA_wJzt2w,12.795136207821916,60.82868583338006,62.902856
1,PasteCarSticker,U67UBKjjKc8,test,testing,1,https://www.youtube.com/embed/U67UBKjjKc8,12.624034950405274,202.315,202.315
1,PasteCarSticker,W-Ez9Cn7XBw,test,testing,1,https://www.youtube.com/embed/W-Ez9Cn7XBw,0.0,81.0132552449625,81.478811
1,PasteCarSticker,aR2Nj1g-nMk,test,testing,1,https://www.youtube.com/embed/aR2Nj1g-nMk,9.295689369102814,58.66273837940826,61.741667
1,PasteCarSticker,d_snHNY3iZE,test,testing,1,https://www.youtube.com/embed/d_snHNY3iZE,16.635911283633835,92.716667,92.716667
1,PasteCarSticker,idpcVqXHBAc,test,testing,1,https://www.youtube.com/embed/idpcVqXHBAc,22.660433226116744,110.47452252133908,119.953333
1,PasteCarSticker,jLIS7qyvVGo,test,testing,1,https://www.youtube.com/embed/jLIS7qyvVGo,0.0,162.586122,162.586122
1,PasteCarSticker,kQXvUer_TtA,test,testing,1,https://www.youtube.com/embed/kQXvUer_TtA,17.285714107202388,118.676667,118.676667
1,PasteCarSticker,mEMhzFFdw4E,test,testing,1,https://www.youtube.com/embed/mEMhzFFdw4E,0.0,158.3354547564407,175.681667
1,PasteCarSticker,oJPdon3tuOg,test,testing,1,https://www.youtube.com/embed/oJPdon3tuOg,68.48621280002607,137.49695238820172,173.111667
1,PasteCarSticker,plqx50x8ft4,test,testing,1,https://www.youtube.com/embed/plqx50x8ft4,0.0,37.523333,37.523333
1,PasteCarSticker,w0L0L_VPvKs,test,testing,1,https://www.youtube.com/embed/w0L0L_VPvKs,24.580766005327053,140.70888201890844,149.373333
1,PasteCarSticker,xpL6c1Tx4IE,test,testing,1,https://www.youtube.com/embed/xpL6c1Tx4IE,6.548413171451319,199.41677067820194,203.173333
1,PasteCarSticker,yanPluKeIPM,test,testing,1,https://www.youtube.com/embed/yanPluKeIPM,24.89950007586264,177.23406969100935,188.592467
1,PasteCarSticker,0dK_oQpIMPY,train,training,1,https://www.youtube.com/embed/0dK_oQpIMPY,0.0,20.192194921519963,20.501667
1,PasteCarSticker,1QdoR478BCA,train,training,1,https://www.youtube.com/embed/1QdoR478BCA,17.060936522469575,164.49,164.49
1,PasteCarSticker,1j5oDriIuIA,train,training,1,https://www.youtube.com/embed/1j5oDriIuIA,23.596421862300474,155.88659132741753,175.82
1,PasteCarSticker,2v7jQiGGrvk,train,training,1,https://www.youtube.com/embed/2v7jQiGGrvk,9.400722060463002,115.47084863595302,126.014689
1,PasteCarSticker,2wSlSC1h8W4,train,training,1,https://www.youtube.com/embed/2wSlSC1h8W4,10.705114857155811,49.0109656791661,59.906667
1,PasteCarSticker,387DeZEf_JY,train,training,1,https://www.youtube.com/embed/387DeZEf_JY,60.20862680055966,177.678333,177.678333
1,PasteCarSticker,3ATth-sAm_E,train,training,1,https://www.youtube.com/embed/3ATth-sAm_E,10.61441323699939,139.2945723863197,143.405
1,PasteCarSticker,5l9RsK7F3rU,train,training,1,https://www.youtube.com/embed/5l9RsK7F3rU,56.63674054832506,188.4966187287256,235.914733
1,PasteCarSticker,6SXzUq-lEAE,train,training,1,https://www.youtube.com/embed/6SXzUq-lEAE,43.299005990820234,216.12442337112492,235.148333
1,PasteCarSticker,6_BD7DmsSSE,train,training,1,https://www.youtube.com/embed/6_BD7DmsSSE,0.0,94.0604107223211,102.4
1,PasteCarSticker,8F6OA8TzqhE,train,training,1,https://www.youtube.com/embed/8F6OA8TzqhE,27.579626255309954,105.19652074130131,123.088333
1,PasteCarSticker,91yptM47Uww,train,training,1,https://www.youtube.com/embed/91yptM47Uww,28.34320316644607,196.73464820115913,205.728333
1,PasteCarSticker,9BjEK-9nCME,train,training,1,https://www.youtube.com/embed/9BjEK-9nCME,0.0,89.91962264973617,90.115
1,PasteCarSticker,9na5qeUeLsw,train,training,1,https://www.youtube.com/embed/9na5qeUeLsw,74.49557498242373,216.9883574555218,219.52
1,PasteCarSticker,BhW8CMENq7o,train,training,1,https://www.youtube.com/embed/BhW8CMENq7o,20.46884481699471,180.92225464347754,192.561667
1,PasteCarSticker,CTLEp0G7ejw,train,training,1,https://www.youtube.com/embed/CTLEp0G7ejw,7.96607489814707,165.8126391804369,170.921667
1,PasteCarSticker,DyQBup4HPVs,train,training,1,https://www.youtube.com/embed/DyQBup4HPVs,0.0,92.68260034894523,96.687889
1,PasteCarSticker,ETVBv6gmMJo,train,training,1,https://www.youtube.com/embed/ETVBv6gmMJo,0.0,122.113333,122.113333
1,PasteCarSticker,EsDJWW9hjQo,train,training,1,https://www.youtube.com/embed/EsDJWW9hjQo,56.378352362123564,184.70155363693453,215.202533
1,PasteCarSticker,GkrExxyrZIE,train,training,1,https://www.youtube.com/embed/GkrExxyrZIE,2.8849271188486405,65.78647367972155,77.181667
1,PasteCarSticker,GmT5ms9r9Cc,train,training,1,https://www.youtube.com/embed/GmT5ms9r9Cc,3.2088430295656405,99.48297507929229,101.773056
1,PasteCarSticker,H7gUXmp8rug,train,training,1,https://www.youtube.com/embed/H7gUXmp8rug,1.9899606644500771,163.7,163.7
1,PasteCarSticker,HqPIui9Bfg8,train,training,1,https://www.youtube.com/embed/HqPIui9Bfg8,28.631300029883224,151.81617918850898,160.82
1,PasteCarSticker,I3s4s45zduI,train,training,1,https://www.youtube.com/embed/I3s4s45zduI,15.956451610832158,160.78141820127252,196.346667
1,PasteCarSticker,I3tfxWUIHts,train,training,1,https://www.youtube.com/embed/I3tfxWUIHts,0.0,186.571667,186.571667
1,PasteCarSticker,IQOUTm9gnmQ,train,training,1,https://www.youtube.com/embed/IQOUTm9gnmQ,8.997426074478948,37.05757773844894,49.6907
1,PasteCarSticker,JKHmyhm7Ubo,train,training,1,https://www.youtube.com/embed/JKHmyhm7Ubo,38.911632506111424,115.796667,115.796667
1,PasteCarSticker,K9jv89ShE9k,train,training,1,https://www.youtube.com/embed/K9jv89ShE9k,0.0,149.5410055972269,160.24
1,PasteCarSticker,KGTcw_udisQ,train,training,1,https://www.youtube.com/embed/KGTcw_udisQ,1.9157241441073456,184.528333,184.528333
1,PasteCarSticker,KT_8ww8TC9Y,train,training,1,https://www.youtube.com/embed/KT_8ww8TC9Y,15.236493816551953,77.29148348177893,83.754367
1,PasteCarSticker,Lt9cIKU_cmU,train,training,1,https://www.youtube.com/embed/Lt9cIKU_cmU,5.022834684657148,203.73182839747918,229.250611
1,PasteCarSticker,MokSvReOT8g,train,training,1,https://www.youtube.com/embed/MokSvReOT8g,7.173745965939476,86.0143384636147,86.331667
1,PasteCarSticker,MrYYK4lRlKI,train,training,1,https://www.youtube.com/embed/MrYYK4lRlKI,23.30776360351537,196.625,196.625
1,PasteCarSticker,MtSyj3YQFqQ,train,training,1,https://www.youtube.com/embed/MtSyj3YQFqQ,0.0,117.4,117.4
1,PasteCarSticker,Nj3pH7Z-vBg,train,training,1,https://www.youtube.com/embed/Nj3pH7Z-vBg,30.140838736650085,150.8384994786764,192.585
1,PasteCarSticker,NmS9XtpkX3w,train,training,1,https://www.youtube.com/embed/NmS9XtpkX3w,0.0,199.16738411682715,202.523333
1,PasteCarSticker,O_WoIGSeK7I,train,training,1,https://www.youtube.com/embed/O_WoIGSeK7I,26.763037440642172,154.064389,154.064389
1,PasteCarSticker,ObyKXh1_ph8,train,training,1,https://www.youtube.com/embed/ObyKXh1_ph8,19.063493265971033,119.40689352762841,166.926667
1,PasteCarSticker,P4dokkio4KQ,train,training,1,https://www.youtube.com/embed/P4dokkio4KQ,35.364084310735066,227.94913383935568,230.433333
1,PasteCarSticker,TEEfv_LVQ4U,train,training,1,https://www.youtube.com/embed/TEEfv_LVQ4U,6.843274680681584,127.6633,127.6633
1,PasteCarSticker,Usx9P0B20Wg,train,training,1,https://www.youtube.com/embed/Usx9P0B20Wg,9.31769211432703,59.839332066213444,62.553333
1,PasteCarSticker,W6eppQBM3PY,train,training,1,https://www.youtube.com/embed/W6eppQBM3PY,25.43419777414862,196.417589,196.417589
1,PasteCarSticker,XFadCDz-yKQ,train,training,1,https://www.youtube.com/embed/XFadCDz-yKQ,10.8265686221491,52.2935120717866,61.06
1,PasteCarSticker,Z-JxQvvK_X8,train,training,1,https://www.youtube.com/embed/Z-JxQvvK_X8,30.150817630028662,129.1757781764153,154.226933
1,PasteCarSticker,aM7NJGG7aLM,train,training,1,https://www.youtube.com/embed/aM7NJGG7aLM,1.0349170904716427,139.30833970555113,141.686667
1,PasteCarSticker,b27Ya0szHGU,train,training,1,https://www.youtube.com/embed/b27Ya0szHGU,0.0,71.958333,71.958333
1,PasteCarSticker,bRkURz3GrDQ,train,training,1,https://www.youtube.com/embed/bRkURz3GrDQ,2.656073937338917,165.77867543065742,170.456667
1,PasteCarSticker,b_QfUJI3njI,train,training,1,https://www.youtube.com/embed/b_QfUJI3njI,14.777865792717233,176.19137351271974,199.806667
1,PasteCarSticker,cUz8WA48yuk,train,training,1,https://www.youtube.com/embed/cUz8WA48yuk,4.002847563633635,193.455949855948,195.766667
1,PasteCarSticker,ckQP66UJoJ4,train,training,1,https://www.youtube.com/embed/ckQP66UJoJ4,29.570882061317555,104.84547755090074,109.408333
1,PasteCarSticker,d0j5xD7LEPY,train,training,1,https://www.youtube.com/embed/d0j5xD7LEPY,11.964060931314277,141.37365448195794,167.02
1,PasteCarSticker,dwGraKvZ4g0,train,training,1,https://www.youtube.com/embed/dwGraKvZ4g0,3.06468706003786,138.666667,138.666667
1,PasteCarSticker,e2BlFwDauv8,train,training,1,https://www.youtube.com/embed/e2BlFwDauv8,16.480113659443713,133.421856,133.421856
1,PasteCarSticker,epXP1BovxZ8,train,training,1,https://www.youtube.com/embed/epXP1BovxZ8,29.873450476988964,167.03677975752274,179.42
1,PasteCarSticker,kVzx64gHDCk,train,training,1,https://www.youtube.com/embed/kVzx64gHDCk,26.150053398116246,203.92730671672064,218.035367
1,PasteCarSticker,lW08_ckY4io,train,training,1,https://www.youtube.com/embed/lW08_ckY4io,40.891229515968284,165.1876082760617,170.852422
1,PasteCarSticker,owx-Ne5orTQ,train,training,1,https://www.youtube.com/embed/owx-Ne5orTQ,20.415119143981954,70.27425007856702,79.2497
1,PasteCarSticker,pcvs3Tp_BeU,train,training,1,https://www.youtube.com/embed/pcvs3Tp_BeU,8.130452615146986,113.0931965458706,134.745
1,PasteCarSticker,pw-MSNdL8wg,train,training,1,https://www.youtube.com/embed/pw-MSNdL8wg,8.29702087888867,148.05900162441887,151.416667
1,PasteCarSticker,r6fA8MA7hWM,train,training,1,https://www.youtube.com/embed/r6fA8MA7hWM,22.303055532859155,221.1572719597932,235.845078
1,PasteCarSticker,sEgoXK85lTw,train,training,1,https://www.youtube.com/embed/sEgoXK85lTw,2.4171493362274843,47.254388930281294,66.166667
1,PasteCarSticker,tH6b-tDldhE,train,training,1,https://www.youtube.com/embed/tH6b-tDldhE,66.7191041363895,172.564884873265,175.171333
1,PasteCarSticker,uGhd1Obf7qY,train,training,1,https://www.youtube.com/embed/uGhd1Obf7qY,41.53220769903347,208.5472379225833,213.716456
1,PasteCarSticker,v-ydV6FDGoM,train,training,1,https://www.youtube.com/embed/v-ydV6FDGoM,36.72535113349927,125.46218370439212,135.51
1,PasteCarSticker,yoQ9PhhJZAU,train,training,1,https://www.youtube.com/embed/yoQ9PhhJZAU,1.8659210127291352,54.7187676592233,60.65
1,PasteCarSticker,zUcxZZ5cuVM,train,training,1,https://www.youtube.com/embed/zUcxZZ5cuVM,0.0,128.06063939876555,168.716189
1,PasteCarSticker,2VXI0mv6YBM,val,training,1,https://www.youtube.com/embed/2VXI0mv6YBM,16.559147723624058,76.115011,76.115011
1,PasteCarSticker,PO9iNQV-hYE,val,training,1,https://www.youtube.com/embed/PO9iNQV-hYE,0.0,164.45884494829104,169.157367
1,PasteCarSticker,Q6mQ2rjWycw,val,training,1,https://www.youtube.com/embed/Q6mQ2rjWycw,7.363487736077115,137.16073474385095,168.223333
1,PasteCarSticker,dQDRI349j_s,val,training,1,https://www.youtube.com/embed/dQDRI349j_s,38.25882306156639,136.34212702763745,198.878911
1,PasteCarSticker,nbycGzo0-Hk,val,training,1,https://www.youtube.com/embed/nbycGzo0-Hk,0.0,200.0454825424237,217.175
1,PasteCarSticker,pKeeKFK9ffI,val,training,1,https://www.youtube.com/embed/pKeeKFK9ffI,27.70877864487307,47.97059604829828,61.602533
1,PasteCarSticker,rVBUuVbXZU0,val,training,1,https://www.youtube.com/embed/rVBUuVbXZU0,18.264284168106894,75.49359865476913,102.539311
2,AssembleBed,0YuOCH_fdvI,test,testing,2,https://www.youtube.com/embed/0YuOCH_fdvI,2.837906599539116,40.162081702283984,40.773333
2,AssembleBed,2DV6cNFLUVA,test,testing,2,https://www.youtube.com/embed/2DV6cNFLUVA,130.20682166506862,192.0955128909494,233.801722
